"chr","start","end","idist"
"chr5",86687940,86687941,14.9006075923171
"chr5",89647666,89647667,14.3408879887429
"chr5",91338762,91338763,14.8928505198568
"chr5",107840675,107840676,14.490561993675
"chr5",109804808,109804809,12.1494123429064
"chr5",109993790,109993791,9.45657525451379
"chr6",21786639,21786640,13.9410104089317
"chr6",45328191,45328192,13.6960229453417
"chr6",46215565,46215566,13.4608193593867
"chr6",46916954,46916955,12.1699427508724
"chr6",49834979,49834980,12.3376490033189
"chr6",66654996,66654997,13.6792944217817
"chr6",67527649,67527650,14.4525190398921
"chr6",69418464,69418465,14.418451809838
"chr6",71245949,71245950,11.0229150275848
"chr6",71307210,71307211,14.3789106051215
"chr6",73063844,73063845,13.537982096033
"chr6",76924581,76924582,13.7381369517349
"chr6",88006112,88006113,12.8541753879218
"chr6",88388493,88388494,13.9164241004777
"chr6",89494673,89494674,13.1764291249893
"chr6",90022449,90022450,14.4856224518103
"chr6",91976904,91976905,13.386877636668
"chr6",129534701,129534702,14.3779133158315
"chr6",131289584,131289585,13.6608862660005
"chr6",132146320,132146321,13.4521317647864
"chr6",155034367,155034368,14.1861550715165
"chr7",9190062,9190063,11.885708966622
"chr7",9335238,9335239,15.1639033954177
"chr7",13186468,13186469,14.728693666174
"chr7",87547845,87547846,13.9546114123037
"chr7",94288086,94288087,14.3347221212443
"chr8",16417036,16417037,13.3368616658935
"chr8",17036655,17036656,11.80675112687
"chr8",19784521,19784522,12.4236969940265
"chr8",32574294,32574295,12.1772564175121
"chr8",32768612,32768613,12.0917162322917
"chr8",34833954,34833955,11.4687018581881
"chr8",34929627,34929628,12.4413147137423
"chr8",37735740,37735741,13.0090266920653
"chr8",38182164,38182165,11.9300292468551
"chr8",38333919,38333920,11.6255842831092
"chr8",38445843,38445844,12.5747354471142
"chr8",39893943,39893944,12.4094990858916
"chr8",40139061,40139062,13.0528203546119
"chr8",40605470,40605471,11.1097726813779
"chr8",40672290,40672291,12.6747566544599
"chr8",40991867,40991868,10.7111903439934
"chr8",41036721,41036722,13.0093805522808
"chr8",126870718,126870719,12.7886987956289
"chr8",128434904,128434905,12.9458385868496
"chr8",128853992,128853993,13.0219306999828
"chr8",129306214,129306215,12.6609404285974
"chr8",129621406,129621407,12.8426415380623
"chr9",3754238,3754239,13.9141914142869
"chr9",15198194,15198195,12.7263712585172
"chr9",21742539,21742540,14.5999284068405
"chr9",26287666,26287667,14.2379022661395
"chr9",27813271,27813272,13.6081123948638
"chr9",28625966,28625967,14.5228934285509
"chr9",30654640,30654641,14.1592463509737
"chr9",36913082,36913083,12.864837986681
"chr9",37299562,37299563,13.2482891706431
"chr9",72692292,72692293,13.9040414465778
"chr9",73784859,73784860,11.2132922613987
"chr9",119321772,119321773,14.0141269629978
"chr9",120541485,120541486,13.958463924064
"chr9",121695160,121695161,13.11738098588
"chr9",139835309,139835310,13.2900195884453
"chr10",11460567,11460568,13.9557697679857
"chr10",94603496,94603497,15.1460170655971
"chr10",98386454,98386455,14.5021687303761
"chr10",100373517,100373518,14.892003337437
"chr10",103307886,103307887,14.756356917437
"chr10",105870034,105870035,14.0200737586977
"chr10",111851228,111851229,12.6889215449092
"chr10",112175364,112175365,13.637903072456
"chr11",35290924,35290925,14.1448164633779
"chr11",56091401,56091402,12.7331180151431
"chr11",56430184,56430185,13.829918266665
"chr11",98505665,98505666,14.4770922492323
"chr11",100443519,100443520,14.9793095951252
"chr11",103645593,103645594,14.767028269413
"chr11",113052556,113052557,14.1943448597308
"chr11",114513136,114513137,14.3543252088299
"chr12",3835030,3835031,13.2049051137491
"chr12",9632713,9632714,13.839261263685
"chr12",15405434,15405435,11.594385629116
"chr12",15513920,15513921,13.2631491433193
"chr12",16089508,16089509,13.5948277265939
"chr12",16891478,16891479,14.1661681338025
"chr12",18311478,18311479,10.8273693988561
"chr12",18361858,18361859,14.0943393051322
"chr12",30456226,30456227,13.7075945576129
"chr12",39653853,39653854,14.2691288019856
"chr12",43333973,43333974,13.9363218925802
"chr12",47819623,47819624,13.3948394219914
"chr12",48476228,48476229,14.3520308287018
"chr12",57282364,57282365,13.9819957115861
"chr12",76977006,76977007,13.7467273073625
"chr13",22865953,22865954,13.9402109468053
"chr13",23998761,23998762,7.9483852851119
"chr13",45861086,45861087,13.6272477870581
"chr13",48861736,48861737,11.7045288123624
"chr13",48982854,48982855,12.1905579120636
"chr13",49179774,49179775,12.0083653326871
"chr13",50962693,50962694,13.7263907780363
"chr13",51877428,51877429,13.2046085808792
"chr13",71966816,71966817,13.9752251590061
"chr13",83913032,83913033,12.5420554766978
"chr13",95096977,95096978,13.5596823866264
"chr13",95871251,95871252,12.2744039649064
"chr14",28987221,28987222,9.71063069382679
"chr14",32779727,32779728,12.8977387298083
"chr14",44315045,44315046,11.5095598074939
"chr14",47609389,47609390,12.2221772671535
"chr14",54006816,54006817,10.5082952017725
"chr14",57893150,57893151,12.6151611810891
"chr14",65542377,65542378,12.8030420200069
"chr14",65905697,65905698,12.6918634981762
"chr14",93773862,93773863,12.7331150634055
"chr14",95370880,95370881,13.276141416381
"chr14",105139350,105139351,12.8887729469773
"chr14",105535192,105535193,13.0240468831618
"chr14",105988372,105988373,12.1456854955151
"chr14",106176651,106176652,11.148391145464
"chr14",106246102,106246103,11.2875419067127
"chr14",106325922,106325923,4.55387689160054
"chr14",106326016,106326017,4.56434819146784
"chr14",106326111,106326112,11.2530790281128
"chr15",40482116,40482117,14.7052494900301
"chr15",85315560,85315561,14.3651972148218
"chr15",87048269,87048270,14.3347774537346
"chr15",88729063,88729064,14.4232632355073
"chr16",31880190,31880191,8.86545282575362
"chr16",31887272,31887273,14.3489084993025
"chr16",33591986,33591987,13.3947952544992
"chr16",34248562,34248563,12.2105077956952
"chr16",49941698,49941699,13.4629912530985
"chr16",50644612,50644613,13.9273837202256
"chr16",51762982,51762983,13.2750020575932
"chr16",73649382,73649383,14.1412879509371
"chr16",89160071,89160072,12.5832205802566
"chr16",89451694,89451695,13.2033182842822
"chr16",89993854,89993855,11.5968069489509
"chr17",6255655,6255656,14.2107751505924
"chr17",7740431,7740432,13.2452055937966
"chr17",18910127,18910128,13.1507603399229
"chr17",42662653,42662654,13.1085646108127
"chr17",68953172,68953173,11.6518174638368
"chr18",23807017,23807018,14.1095605620337
"chr18",36971677,36971678,13.2396396179951
"chr18",62608967,62608968,13.4342062137229
"chr18",63291936,63291937,11.3168984155201
"chr19",1803948,1803949,13.9764433301794
"chr19",2978553,2978554,13.3006518120841
"chr19",11986612,11986613,11.1303611211482
"chr19",55806761,55806762,12.8828058508219
"chr19",56200248,56200249,9.78818892817267
"chr19",56218069,56218070,13.7195039357002
"chr19",57126526,57126527,12.3626874298141
"chr20",906147,906148,14.7141504258382
"chr20",3362406,3362407,12.4409906056297
"chr20",3615366,3615367,14.2124669023286
"chr20",49455810,49455811,14.687605694454
"chr20",51847726,51847727,12.4236969940265
"chr20",59817656,59817657,13.6194628267835
"chr22",19908085,19908086,11.9216784952667
"chr22",22516652,22516653,12.3398383856932
"chr22",22745276,22745277,13.0892925150934
"chr22",23229010,23229011,11.4942623881397
"chr22",23327160,23327161,13.6889661281393
"chr22",37192609,37192610,11.7178724585678
"chrX",93465086,93465087,14.9591930845746
"chrX",107603707,107603708,14.8670455646423
"chrX",116776682,116776683,13.6361171100722
"chrX",147518690,147518691,13.7404507483416
"chrX",148446377,148446378,15.0822536334949
"chrX",151995650,151995651,11.8531193391279
